Id,SalePrice
2658,127166.73119012211
2718,173699.17806858552
2414,218307.54194451554
1989,116976.2663610391
625,199503.30015617906
333,69366.0783484597
1327,101275.24053269206
858,134466.45442682764
95,184349.435122267
1568,176073.44548235263
2482,160906.38092931133
1364,131068.03450411468
2584,162111.6986940037
818,300579.2199017939
2673,168713.79879358556
2089,129409.97475177486
1297,158044.87167366187
790,114591.91971383098
2616,224792.12255260936
720,204485.64985409766
222,141399.47081916296
557,129822.78066524428
1148,193695.92638356655
2766,160503.89135400834
534,193302.39160607965
1452,107499.85323739471
630,139262.54810772178
2648,114430.89440160859
125,150735.73513042188
1904,21391.42508923434
1670,100057.05988754495
756,95652.8536016724
717,247799.01290580575
1032,167103.5182785224
852,225298.0476420253
1731,191548.4833530639
2639,119187.34716545258
2071,74511.2317685213
1267,120964.12694790117
1851,200442.73692611043
567,149419.78607825853
2439,220401.56124541926
1898,158204.30535795854
647,149042.33925979352
2256,216950.11606320608
979,97742.1895208359
1444,224929.07320193687
2485,123532.10533497794
157,130759.89468874982
88,124880.4453497137
2003,101429.31253954362
186,218737.296517467
1425,262016.20555202512
2695,115719.21990542616
738,98044.02753858552
395,162366.16993747605
1353,170596.0659314548
1878,158979.28005769278
390,190890.7005441891
1456,244165.20079365888
1103,307817.95422327716
1387,111856.17451362709
2070,144014.79428863706
1199,189185.82098336972
2479,178979.21944080238
501,290104.8859619747
2362,88971.35917279363
1718,200636.23054540402
2188,67067.99616538124
1483,157605.32555454606
2557,74406.94623644867
437,319060.0268568561
2224,182602.5648313938
1628,194481.61592601304
397,133558.56150707227
587,205195.1705737895
2182,488495.79499129823
971,157854.5180576752
2611,148280.57095189614
1887,68578.90223026446
2399,324071.11322065
2148,217926.48424095497
304,136900.61970731406
1997,130976.11883819301
2817,121173.4772687689
1431,189283.38942431315
427,310702.31096512545
263,122459.63705667737
598,186532.00073338457
2895,246709.3182893677
687,163572.7290767864
1822,127466.73953443361
2191,95309.51986548587
179,135943.86927143906
1009,222204.73369676882
2010,117751.60027302359
1991,150559.11229050977
1411,186527.92125861012
1721,233502.2418698856
1144,195658.5566878022
593,230339.47980728088
575,283742.80160786235
1249,178265.48660287223
1604,121696.19634420112
1064,388167.939624388
1923,162097.09215609802
1988,108319.35437167202
2325,186543.90931245947
114,220162.82208208242
2700,176970.1894929159
217,139055.9219810139
343,199006.1574852829
386,239132.12086915108
2005,113953.97752130702
2908,138092.68008445133
1814,240078.9863752304
2446,411687.7984605485
208,149317.70881467644
1679,109359.52454984462
822,312632.3314957676
6,201511.2253970376
1781,360192.00514557667
2397,266476.30551799736
2340,287930.4205518426
1618,173752.9214704393
2843,121801.0709264892
1061,337611.1828316339
2786,108633.70677348705
1935,131191.52122479735
1341,126486.59068968832
521,284717.97055925115
2136,137080.52195522437
996,208224.42868375435
227,139081.64807735197
135,154653.9123553323
1167,166719.43932563748
294,210725.19014630857
1776,203485.98864477547
540,188746.14771886557
1717,198568.7911112069
2303,130881.99275021968
116,201537.24776109227
127,126870.92327557695
1371,131843.97768350987
1014,164337.62009763214
1507,95319.85045084184
702,138698.7270742166
750,155166.5883754929
261,142774.31507074682
1559,50158.72599651202
577,217860.26486646297
2812,201982.8339018475
2080,150469.84894952812
1368,126868.1514537539
2376,116289.3969824868
659,106338.13750263314
1235,125133.06534169
332,62202.11119299078
1917,147618.84498976893
2094,250633.59059268638
1460,269683.0071643069
1471,217678.3412894721
1509,113406.82510412243
1922,131010.97167767392
433,404496.32728046086
460,254079.6794649646
1116,258772.4211417408
1137,182859.40680792378
53,178045.21023415096
2354,261845.69590893184
1475,198909.18721657712
1761,413949.61891465273
842,143669.6691560001
2739,166277.41754041135
2509,161737.93507477408
1007,212304.66118391984
2610,196221.39974681273
1952,70431.73264104826
2719,169202.92361428024
2921,67903.52665456942
1966,133314.92589127918
292,131184.01351003224
1204,214325.38459763012
1829,246962.87133770454
2419,195514.25011289396
391,182387.31670334507
798,119524.01572358329
481,218395.92273909098
193,206503.2142607002
555,118643.87025331966
899,53895.48073618315
2357,216220.39461949468
328,126208.10395245891
1356,123952.4701987859
1154,100232.41406056631
1730,190319.2012296021
2249,169120.68792433565
1119,278062.2351352263
2856,133789.26944855895
1394,130869.5834821072
2587,133421.48309748957
61,308052.0095481598
2661,189712.1703901204
2711,115453.71841103265
1147,187669.93180101606
757,131612.21131565142
2623,77060.22118362765
2378,158153.8628002663
1413,138012.9965349545
1722,220563.51901572448
1112,225032.62843173346
1623,212535.96323350395
1201,191500.7024238169
1513,99881.95018727046
957,340172.6603805863
1171,259032.7984769942
1145,206933.36751533017
2726,236676.41357381502
703,161453.47413249392
760,98166.38268150388
1964,131178.6478688344
2512,181323.4956069308
159,152950.96633290316
1281,180186.475476233
468,191440.9203669638
290,144480.0332738976
665,107842.17572901545
1463,261055.1475474775
1792,225397.44018811785
923,140221.68497917202
500,259040.67796038534
1408,174032.65128818268
331,64830.923405316134
170,123984.86797365006
2192,86163.86962499973
2571,266029.95768210024
2314,191543.93757943154
2647,88231.33749972149
422,357476.660697551
2457,340811.8918385834
1838,205000.9806726891
2805,251287.09998770204
1645,175248.04883591048
1711,278899.89602777245
2825,254487.2737006037
322,310713.31866123504
2103,264666.7485718443
342,125643.34603295843
600,112524.43197742548
488,199924.39392563532
1725,277565.8531730684
2246,263824.0759017423
2847,164078.79436613625
806,246144.70711299882
530,236843.1451887218
963,206220.9417157226
2678,65822.55121796337
171,90821.90735818274
2401,353989.92878452525
805,230141.8807261686
2259,239916.8636976921
1748,208792.63825211325
1361,132802.57533976034
1677,117324.39830246285
1406,169414.70888370796
2322,241276.4831805521
688,159692.05173053214
143,141045.07254376644
804,219898.59158643015
1214,163407.35159655652
2828,152323.94820069964
1999,200149.47561478702
2467,196275.4050031099
2665,163907.0053786928
1538,329347.7139910392
398,115379.48091876692
2822,146440.9908726181
2157,147981.25415943738
1856,180010.66610055216
1269,96917.85664852637
2570,120258.28782793143
2320,255551.3687817395
1517,134228.95380722467
2304,122112.63889172091
1312,98549.18048186426
2012,143925.2118277105
506,237775.92841285662
2865,207534.84870769337
2367,105829.9217995298
554,101450.76966170884
238,133281.67156779618
1954,103061.64151466846
2488,151618.5943685603
2291,63641.65465736734
1969,89954.46134489882
2725,177312.4061233883
1482,157605.32559807145
2763,197654.31605664326
503,249755.70726873743
1584,257897.3548255369
1531,148230.55941066248
2210,169604.32803444337
459,295658.05622905237
556,133089.21257727657
1347,142508.44267711678
1290,66999.26297324011
1388,100295.62188240903
1571,243132.93767845212
2754,214485.13922617672
765,139951.37233055683
2494,118715.87079731407
2870,209448.60850237726
7,218724.93296312878
1114,262916.25393796735
2418,274712.4745804298
291,119338.50066441818
18,326287.42423120944
39,327994.970598861
1001,249106.3221672404
2442,234162.85568527118
616,119109.39236764782
2680,48893.07905745288
1414,111197.6104500442
289,137489.3591585938
40,248261.82499095358
860,131917.5440794542
409,149804.0220807684
673,161228.45134128357
2427,177612.6617375398
2036,214043.69883247686
2564,146846.6124510272
642,152595.54636565756
1008,190203.9854069294
1908,143770.76974580516
2519,213804.4743742164
1369,103112.62185809505
2855,161485.87549494568
712,80294.5064517101
1943,109703.30320156678
1958,142910.3410270873
107,187322.0641254756
2295,213749.10299574843
704,95846.12258568787
676,132155.061659712
259,184061.5522817001
93,283965.27321138483
106,251142.64442118144
2315,197580.89201898713
1050,104887.20490505907
1095,224201.47036020717
2709,147279.09018207362
758,150442.36977565987
1496,165684.35101329454
2370,117695.52191887322
2458,281834.52980989893
2733,141092.65696136723
161,279193.48244200775
726,156174.5186097532
845,215863.13428138057
947,260276.28522817115
2232,129291.88325102307
2563,154762.08688510684
2299,136853.54201416273
211,96780.1530807996
605,174129.39926979883
1478,217631.33062782531
2247,264532.89467698464
2274,215907.1739465699
2869,206895.02767512
967,217273.8355449718
2656,95771.55019803433
667,212338.25319265065
1042,114858.59919785247
2023,167630.4304921883
2447,339519.1857036499
2055,114432.05245943303
2275,279841.8941139544
2204,166016.74165105214
1563,267668.1353802659
483,222709.66432989965
796,125187.58302927561
1526,150177.8213598527
2042,149653.05008428515
442,322290.6754633073
1693,295223.3799838322
1468,225836.69139691148
1430,204029.0800348324
2605,182722.8576544718
1529,192160.31643971908
335,132837.78231460854
1287,129358.73303826759
31,89983.97244992245
1785,293968.1895470802
82,190980.5180055058
2620,118403.75172668754
252,205539.57017282443
721,72592.24566735988
2165,191788.75809782257
2316,200611.9991719317
775,130909.20999955054
1558,94067.07361562642
17,236608.51420959417
1022,246118.85970201116
925,115937.16835938417
438,279540.60903567204
1270,138015.6155410294
1272,114108.79052992424
215,141961.1950513846
266,232120.0336152039
2402,267695.687447795
1250,138762.7201762331
1984,112080.62386981893
1279,140578.09066479004
377,261552.42866617453
1252,143309.89737153653
2156,263519.4150317162
499,297802.37750814646
1374,124548.59084155835
